date,pH_Song_SG,pH_vao_nha_may,pH_dau_be_tron,pH_dau_be_lang,pH_sau_be_lang,pH_dau_be_chua_moi,pH_dau_be_chua_cu,pH_ra_nha_may,Clo_vao_nha_may,Clo_dau_be_tron,Clo_dau_be_chua_moi,Clo_dau_be_chua_cu,Clo_ra_nha_may,Doduc_vao_nha_may,Doduc_sau_lang,Doduc_sau_loc,Doduc_dau_be_chua_moi,Doduc_dau_be_chua_cu,Doduc_ra_nha_may,Mn_vao_nha_may,Mn_sau_lang,Mn_sau_loc,Mn_ra_nha_may,Fe_vao_nha_may,Fe_ra_nha_may,Mau_vao_nha_may_BK,Mau_vao_nha_may_thuc,Mau_ra_nha_may,Man_ra_nha_may,SS_vao_nha_may,SS_sau_lang,SS_ra_nha_may,Dodan_vao_nha_may,Dodan_ra_nha_may,DO_vao_nha_may,DO_ra_nha_may,NH3_song_sai_gon,NH3_vao_nha_may,NH3_sau_loc,NH3_ra_nha_may,F_dau_be_chua_moi,F_ra_nha_may,Thetich_Jartest_PAC,Nongdo_Jartest_PAC,Man_song_saigon,q_pH,q_DO,q_NH3,q_Doduc,q_TSS,q_Fe,q_Mn,OT
2018-05-20,5.604166666666667,6.925000000000001,6.475000000000002,6.3166666666666655,6.1625000000000005,6.245833333333331,8.216666666666667,7.849999999999999,0.0391666666666666,1.2104166666666665,0.0779166666666666,0.5916666666666665,1.0333333333333334,35.583333333333336,4.370833333333334,0.1991666666666667,0.13625,0.515,0.3291666666666666,131.16666666666666,55.66666666666666,50.16666666666666,15.166666666666666,1.17,0.02,248.5,6.5,0.0,17.0,36.75,4.75,0.0,146.0,157.0,2.7,7.3,0.7962500000000001,0.4349999999999999,0.0,0.0,0.36,0.4666666666666666,22.58333333333333,27.190333333333346,43.958333333333336,100.0,40,60,40,70,40,40,55.714285714285715
2018-05-21,5.5325,6.804166666666667,6.287500000000002,6.125,6.029166666666666,6.0125,8.108333333333333,7.562499999999999,0.04125,1.4041666666666668,0.1279166666666667,0.5958333333333334,1.0333333333333334,56.16666666666666,4.0666666666666655,0.2,0.1541666666666666,0.5508333333333334,0.295,155.16666666666666,57.5,49.66666666666666,9.5,1.18,0.02,396.75,8.0,0.0,17.0,51.0,2.25,0.0,139.0,125.0,3.3,7.2,0.9176470588235291,0.4724444444444444,0.0,0.0,0.4133333333333333,0.4566666666666667,24.416666666666668,29.397666666666662,39.5,100.0,40,60,20,50,40,40,50.0
2018-05-22,5.4245833333333335,6.8125,6.329166666666667,6.137499999999997,6.025,6.066666666666664,8.105833333333333,7.708333333333332,0.0477272727272727,1.4583333333333333,0.3012500000000001,0.5583333333333335,1.0,55.833333333333336,4.795833333333333,0.1720833333333333,0.1129166666666666,0.42375,0.25625,154.16666666666666,58.16666666666666,52.0,11.333333333333334,1.22,0.02,372.5,9.0,0.0,24.0,48.25,4.75,0.0,118.0,159.0,3.1,6.8,0.9111764705882353,0.413125,0.0,0.0,0.47,0.5266666666666667,24.25,29.196999999999992,37.833333333333336,100.0,40,60,20,70,40,40,52.857142857142854
2018-05-23,5.412916666666667,6.920833333333334,6.416666666666668,6.212499999999998,6.129166666666667,6.116666666666666,8.0125,7.75,0.0516666666666666,1.5458333333333336,0.6041666666666666,0.5375,1.0166666666666668,46.625,5.079166666666667,0.2091666666666667,0.16875,0.5329166666666668,0.3216666666666667,149.66666666666666,63.5,53.5,14.0,1.09,0.03,300.25,6.75,0.0,23.0,38.0,5.5,0.0,146.0,152.0,2.8,7.2,0.823125,0.3513333333333334,0.0,0.0,0.4183333333333334,0.4833333333333334,23.75,28.595,35.833333333333336,100.0,40,60,40,70,40,40,55.714285714285715
2018-05-24,5.408333333333334,6.795833333333333,6.2541666666666655,6.074999999999999,6.020833333333332,6.091666666666666,8.304166666666665,7.762499999999998,0.04125,1.2375000000000005,0.429166666666667,0.4791666666666668,1.0124999999999995,42.16666666666666,5.608333333333334,0.2225,0.1583333333333333,0.5808333333333333,0.3720833333333333,137.33333333333334,68.33333333333333,61.0,14.333333333333334,1.05,0.03,249.75,7.0,0.0,21.0,33.0,6.25,0.0,131.0,143.0,3.1,7.2,0.9072222222222222,0.3755555555555556,0.0,0.0,0.3783333333333333,0.5233333333333333,24.5,29.497999999999998,36.958333333333336,100.0,40,60,40,70,40,40,55.714285714285715
2018-05-25,5.451250000000001,6.816666666666667,6.3375,6.154166666666669,6.033333333333334,6.099999999999998,7.943749999999999,7.654166666666666,0.0404545454545454,1.3500000000000003,0.6041666666666669,0.4958333333333334,0.9916666666666666,41.708333333333336,4.558333333333333,0.1633333333333333,0.1337499999999999,0.5054166666666667,0.2633333333333333,132.16666666666666,64.33333333333333,55.833333333333336,12.5,0.94,0.03,243.25,8.25,0.0,22.0,30.0,3.75,0.0,138.0,152.0,2.7,7.0,0.904375,0.3525,0.0,0.0,0.4125,0.4216666666666667,25.25,30.400999999999986,35.875,100.0,40,60,40,70,60,40,58.57142857142857
2018-05-26,5.470833333333334,6.791666666666668,6.370833333333333,6.17916666666667,6.1166666666666645,6.137499999999999,7.929166666666666,7.675000000000001,0.0433333333333333,1.383333333333333,0.4583333333333335,0.7625000000000003,1.0083333333333333,37.25,4.795833333333333,0.13875,0.1391666666666667,0.4816666666666666,0.2795833333333333,133.16666666666666,57.5,50.5,12.166666666666666,0.94,0.03,244.0,7.5,0.0,23.0,32.0,4.75,0.0,168.0,157.0,2.4,7.2,0.8699999999999999,0.2739999999999999,0.0,0.0,0.4316666666666666,0.52,24.916666666666668,29.99966666666666,36.333333333333336,100.0,40,80,40,70,60,40,61.42857142857143
2018-05-27,5.522500000000001,6.837500000000003,6.345833333333334,6.162499999999998,6.062500000000001,6.195833333333334,8.158333333333333,7.762499999999999,0.04625,1.3416666666666666,0.5333333333333334,0.4625000000000001,1.0000000000000002,38.125,5.05,0.1454166666666666,0.15625,0.4933333333333333,0.28875,138.0,64.16666666666667,52.5,13.333333333333334,1.09,0.03,251.25,8.75,0.0,21.0,39.25,7.0,0.0,146.0,132.0,2.0,7.2,0.7937500000000001,0.2861538461538462,0.0,0.0,0.3483333333333334,0.4666666666666666,24.916666666666668,29.999666666666656,36.458333333333336,100.0,40,80,40,70,40,40,58.57142857142857
2018-05-28,5.544166666666666,6.808333333333334,6.375000000000004,6.191666666666666,6.104166666666664,6.15,8.141666666666666,7.912500000000002,0.0470833333333333,1.275,0.5750000000000001,0.5416666666666666,1.0125000000000002,36.375,4.058333333333335,0.1704166666666666,0.165,0.5937500000000001,0.2775,129.0,61.5,52.5,13.333333333333334,1.18,0.04,228.5,8.0,0.0,19.0,38.5,3.75,0.0,143.0,134.0,2.6,7.3,0.8561111111111113,0.2928571428571428,0.0,0.0,0.4416666666666667,0.49,24.5,29.497999999999998,36.29166666666666,100.0,40,80,40,70,40,40,58.57142857142857
2018-05-29,5.541250000000001,6.900000000000003,6.404166666666669,6.233333333333332,6.1291666666666655,6.174999999999998,8.1375,7.916666666666665,0.04375,1.375,0.5624999999999999,0.5083333333333333,0.9833333333333336,35.083333333333336,4.675,0.12875,0.1541666666666666,0.4800000000000001,0.2774999999999999,132.16666666666666,56.66666666666666,50.16666666666666,11.5,1.15,0.01,291.75,6.5,0.0,27.0,41.5,2.0,0.0,138.0,133.0,2.4,7.0,0.8604545454545455,0.2723076923076923,0.0,0.0,0.4766666666666667,0.48,24.58333333333333,29.59833333333333,37.333333333333336,100.0,40,80,40,70,40,40,58.57142857142857
2018-05-30,5.765217391304348,6.979166666666667,6.458333333333333,6.254166666666669,6.141666666666666,6.183333333333334,8.308333333333335,8.0875,0.04375,1.35,0.4124999999999998,0.4499999999999999,0.9958333333333336,30.791666666666668,4.041666666666667,0.16625,0.1420833333333333,0.5975000000000001,0.3329166666666667,128.66666666666666,55.833333333333336,50.5,13.833333333333334,1.1,0.01,252.75,4.75,0.0,20.0,31.25,2.25,0.0,141.0,142.0,2.2,7.3,0.84,0.3238461538461538,0.0,0.0,0.4783333333333333,0.4816666666666667,23.5,28.294,32.91304347826087,100.0,40,60,40,70,40,40,55.714285714285715
2018-05-31,5.610416666666665,6.887500000000003,6.379166666666667,6.199999999999998,6.108333333333332,6.129166666666664,8.233333333333334,7.904166666666668,0.0445833333333333,1.2958333333333334,0.5333333333333332,0.5333333333333332,0.9958333333333332,30.20833333333333,4.520833333333334,0.1395833333333333,0.1329166666666667,0.445,0.3033333333333334,117.83333333333331,56.5,52.0,14.333333333333334,1.04,0.04,223.0,8.25,0.0,20.0,32.25,6.0,0.0,142.0,132.0,2.3,7.2,0.7279999999999999,0.3546666666666666,0.0,0.0,0.33,0.4716666666666667,24.166666666666668,29.096666666666664,37.79166666666666,100.0,40,60,40,70,40,40,55.714285714285715
2018-06-01,5.512083333333333,6.854166666666668,6.387500000000002,6.216666666666665,6.1291666666666655,6.125,8.008333333333333,7.741666666666667,0.04625,1.15,0.525,0.5041666666666667,0.9958333333333336,50.208333333333336,3.787499999999999,0.1,0.11,0.5858333333333333,0.2350000000000001,144.66666666666666,54.333333333333336,48.5,11.833333333333334,1.26,0.01,349.5,7.75,0.0,20.0,46.75,2.75,0.0,130.0,135.0,4.2,6.9,0.574,0.4338461538461538,0.0,0.0,0.485,0.5216666666666666,24.166666666666668,29.096666666666664,36.458333333333336,100.0,70,60,20,70,40,40,57.142857142857146
2018-06-02,5.337500000000001,6.850000000000001,6.2375,6.124999999999997,6.0375000000000005,6.0375000000000005,8.225,7.874999999999999,0.0591666666666667,1.15,0.4208333333333334,0.475,0.9708333333333335,77.33333333333333,5.308333333333335,0.10375,0.1145833333333333,0.5133333333333335,0.2791666666666667,191.0,70.16666666666667,60.16666666666666,11.5,1.2,0.02,524.5,8.5,0.0,20.0,63.75,5.0,0.0,128.0,131.0,2.7,6.96,0.5054545454545454,0.5205555555555557,0.0,0.0,0.5133333333333333,0.5549999999999999,26.666666666666668,32.10666666666666,35.375,100.0,40,40,20,50,40,40,47.142857142857146
2018-06-03,5.305833333333335,6.875000000000001,6.291666666666668,6.108333333333332,6.066666666666664,6.099999999999999,8.245833333333334,7.879166666666666,0.05625,1.2291666666666663,0.4583333333333333,0.5249999999999999,0.9916666666666668,72.75,6.570833333333334,0.1179166666666666,0.12625,0.4391666666666667,0.2633333333333333,205.33333333333331,67.0,57.16666666666666,15.333333333333334,1.26,0.03,484.5,9.0,0.0,20.0,51.75,4.25,0.0,119.0,131.0,2.7,6.6,0.3466666666666665,0.4682352941176471,0.0,0.0,0.4766666666666666,0.5333333333333333,26.58333333333333,32.00633333333332,33.458333333333336,100.0,40,60,20,50,40,40,50.0
2018-06-04,5.316666666666667,6.883333333333334,6.280833333333333,6.104166666666663,5.9875,6.008333333333333,8.320833333333333,7.858333333333332,0.0525,1.4416666666666669,0.5041666666666668,0.4708333333333334,1.0541666666666667,63.958333333333336,6.683333333333334,0.1329166666666667,0.1658333333333333,0.5416666666666666,0.3475,173.0,68.16666666666667,60.833333333333336,15.666666666666666,1.13,0.03,434.75,9.75,0.0,20.0,54.25,7.0,0.0,113.0,129.0,2.5,7.3,0.533,0.3929411764705882,0.0,0.0,0.3583333333333333,0.485,26.58333333333333,32.00633333333332,32.166666666666664,100.0,40,60,20,50,40,40,50.0
2018-06-05,5.376666666666666,6.854166666666669,6.329166666666667,6.124999999999997,6.016666666666667,6.008333333333333,8.133333333333333,7.854166666666669,0.0570833333333333,1.3000000000000005,0.6458333333333336,0.525,1.0208333333333337,52.25,6.179166666666666,0.1266666666666666,0.175,0.5541666666666667,0.3374999999999999,154.16666666666666,66.33333333333333,55.5,13.5,1.21,0.02,384.5,8.75,0.0,16.0,48.25,5.5,0.0,115.0,127.0,2.7,7.4,0.936875,0.3611111111111111,0.0,0.0,0.5650000000000001,0.53,27.0,32.50799999999999,33.916666666666664,100.0,40,60,20,70,40,40,52.857142857142854
2018-06-06,5.398750000000001,6.8500000000000005,6.341666666666666,6.170833333333333,6.091666666666664,6.016666666666667,8.033333333333333,7.650000000000001,0.0754166666666667,1.3791666666666664,0.7000000000000002,0.5250000000000001,0.9708333333333332,45.66666666666666,5.866666666666666,0.1016666666666667,0.1775,0.3779166666666667,0.2775,154.33333333333334,61.0,54.5,14.833333333333334,1.19,0.01,327.25,6.5,0.0,19.0,38.0,3.0,0.0,114.0,123.0,2.5,7.3,0.8572222222222221,0.36625,0.0,0.0,0.4683333333333334,0.455,25.25,30.401,32.25,100.0,40,60,40,70,40,40,55.714285714285715
2018-06-07,5.440833333333335,6.845833333333338,6.433333333333334,6.25,6.112499999999998,6.041666666666664,8.216666666666667,7.745833333333334,0.06625,1.3333333333333333,0.7666666666666667,0.6041666666666665,0.9916666666666664,45.29166666666666,4.895833333333333,0.13,0.2070833333333334,0.5066666666666667,0.3366666666666666,140.83333333333334,52.5,46.333333333333336,14.333333333333334,1.09,0.01,317.25,6.25,0.0,20.0,40.0,2.5,0.0,123.0,134.0,3.4,7.3,0.9359999999999998,0.3775,0.0,0.0,0.4516666666666666,0.4599999999999999,26.0,31.303999999999984,34.875,100.0,40,60,40,70,40,40,55.714285714285715
2018-06-08,5.4191666666666665,6.883333333333336,6.283333333333334,6.099999999999999,6.033333333333332,6.0,8.258333333333331,7.666666666666668,0.0854166666666666,1.5166666666666668,0.7500000000000001,0.5583333333333335,1.004166666666667,37.08695652173913,5.566666666666666,0.13375,0.19375,0.4104166666666666,0.3245833333333334,126.5,59.0,48.16666666666666,12.166666666666666,0.95,0.03,251.75,7.5,0.0,21.0,26.25,4.75,0.0,129.0,139.0,2.4,7.1,0.8458823529411766,0.330625,0.0,0.0,0.4066666666666667,0.39,24.416666666666668,29.397666666666662,34.875,100.0,40,60,40,70,60,40,58.57142857142857
2018-06-09,5.435833333333334,6.833333333333335,6.345833333333334,6.1875,6.091666666666664,6.1625000000000005,8.158333333333335,7.741666666666666,0.0508333333333333,1.1750000000000005,0.9333333333333332,0.6666666666666665,1.0041666666666669,36.79166666666666,6.166666666666667,0.11875,0.1429166666666666,0.3754166666666667,0.2466666666666667,118.33333333333331,60.833333333333336,48.333333333333336,12.0,0.97,0.04,215.25,6.0,0.0,20.0,22.75,3.75,0.0,127.0,130.0,3.2,7.1,0.8373333333333334,0.448125,0.0,0.0,0.3999999999999999,0.4866666666666666,24.75,29.799,35.166666666666664,100.0,40,60,40,70,60,40,58.57142857142857
2018-06-10,5.500833333333333,6.900000000000003,6.400000000000003,6.1875,6.145833333333335,6.166666666666663,8.133333333333333,7.784583333333331,0.0483333333333333,1.2416666666666665,0.8125000000000001,0.6291666666666665,1.0,38.5,4.8875,0.09375,0.12125,0.3874999999999999,0.2816666666666667,115.83333333333331,63.5,54.0,14.666666666666666,0.87,0.03,264.75,6.25,0.0,22.0,31.0,4.5,0.0,135.0,136.0,2.9,6.7,0.7725,0.475625,0.0,0.0,0.445,0.4733333333333333,26.0,31.303999999999984,33.25,100.0,40,60,40,70,60,40,58.57142857142857
2018-06-11,5.505833333333334,6.887500000000003,6.341666666666668,6.133333333333333,6.020833333333333,6.045833333333334,8.233333333333333,7.929166666666664,0.0575,1.2291666666666663,0.9583333333333334,0.7333333333333334,1.0083333333333335,43.833333333333336,5.4125000000000005,0.1716666666666667,0.1825,0.5341666666666668,0.3145833333333333,131.0,55.333333333333336,50.66666666666666,13.0,0.99,0.04,257.25,6.25,0.0,21.0,35.5,3.333333333333333,0.0,136.0,134.0,2.6,6.9,0.8873333333333334,0.4864285714285715,0.0,0.0,0.3633333333333333,0.5033333333333333,25.5,30.701999999999995,36.208333333333336,100.0,40,60,40,70,60,40,58.57142857142857
2018-06-12,5.554583333333333,6.908333333333335,6.354166666666668,6.149999999999999,6.0875,6.074999999999998,8.237499999999999,7.887499999999999,0.0825,1.225,0.8374999999999998,0.6583333333333331,0.9458333333333334,50.66666666666666,5.441666666666666,0.2075,0.2108333333333333,0.5787499999999999,0.3666666666666667,148.66666666666666,56.5,50.66666666666666,15.666666666666666,1.23,0.02,376.0,8.75,0.0,20.0,49.5,3.0,0.0,139.0,131.0,3.1,7.4,0.7263636363636364,0.4613333333333333,0.0,0.0,0.4466666666666666,0.5716666666666667,27.0,32.50799999999999,37.125,100.0,40,60,20,70,40,40,52.857142857142854
2018-06-13,5.54,6.883333333333336,6.304166666666668,6.095833333333331,6.016666666666666,5.991666666666667,8.333333333333334,7.991666666666666,0.06625,1.375,0.5333333333333334,0.7833333333333332,1.0500000000000005,49.25,6.483333333333334,0.2583333333333333,0.2816666666666667,0.7495833333333333,0.4295833333333334,147.66666666666666,57.5,49.833333333333336,13.5,1.28,0.01,401.75,11.0,0.0,20.0,54.25,5.25,0.0,134.0,132.0,3.0,7.1,0.7166666666666667,0.4576470588235294,0.0,0.0,0.4266666666666667,0.5216666666666666,27.0,32.50799999999999,36.083333333333336,100.0,40,60,40,50,40,40,52.857142857142854
2018-06-14,5.560833333333334,6.912500000000002,6.345833333333335,6.137499999999998,6.091666666666666,6.016666666666666,8.104166666666666,7.804166666666666,0.0620833333333333,1.3458333333333334,0.9041666666666668,0.7791666666666665,1.0083333333333333,48.91666666666666,6.533333333333334,0.4020833333333333,0.3716666666666666,0.6529166666666667,0.4458333333333334,143.5,58.5,50.833333333333336,12.666666666666666,1.34,0.03,393.75,11.25,0.0,21.0,51.75,2.75,0.0,140.0,134.0,2.6,7.1,0.6966666666666667,0.4193333333333333,0.0,0.0,0.425,0.505,27.166666666666668,32.70866666666665,36.16666666666666,100.0,40,60,40,50,40,40,52.857142857142854
2018-06-15,5.538333333333334,6.933333333333335,6.408333333333334,6.183333333333335,6.091666666666665,6.058333333333331,8.179166666666665,7.819583333333333,0.065,1.479166666666667,0.71375,0.6041666666666667,1.0124999999999995,46.29166666666666,6.75,0.2825,0.3054166666666666,0.5654166666666668,0.41375,132.66666666666666,54.16666666666666,48.0,10.833333333333334,1.49,0.01,339.25,7.75,0.0,21.0,41.5,4.5,0.0,134.0,139.0,2.5,7.4,0.65,0.3025,0.0,0.0,0.4233333333333333,0.4316666666666666,27.58333333333333,33.21033333333332,35.708333333333336,100.0,40,60,40,70,40,40,55.714285714285715
2018-06-16,5.5304166666666665,6.904166666666669,6.475000000000001,6.183333333333331,6.112499999999998,6.099999999999998,8.070833333333333,7.674999999999998,0.0591666666666666,1.3124999999999998,0.6708333333333331,0.5583333333333332,1.0791666666666666,49.04166666666666,7.245833333333334,0.2812499999999999,0.285,0.4937500000000001,0.3912500000000001,141.16666666666666,57.16666666666666,46.5,11.666666666666666,1.42,0.02,334.5,8.75,0.0,17.0,44.75,7.5,0.0,131.0,126.0,3.4,7.4,0.62,0.2883333333333334,0.0,0.0,0.3916666666666666,0.4849999999999999,26.0,31.303999999999984,33.583333333333336,100.0,40,80,40,70,40,40,58.57142857142857
2018-06-17,5.516666666666667,6.875000000000001,6.3125,6.129166666666664,6.074999999999998,6.058333333333333,8.212499999999999,7.745833333333334,0.0804166666666666,1.2625,0.6,0.5833333333333334,1.0208333333333337,52.29166666666666,6.995833333333333,0.3379166666666667,0.3483333333333334,0.6079166666666668,0.3754166666666667,142.0,55.66666666666666,45.0,12.666666666666666,1.24,0.03,341.25,9.75,0.0,19.0,37.75,5.75,0.0,126.0,129.0,3.5,7.1,0.631111111111111,0.3115384615384616,0.0,0.0,0.5583333333333333,0.5483333333333333,27.33333333333333,32.90933333333332,35.541666666666664,100.0,40,60,20,70,40,40,52.857142857142854
2018-06-18,5.499166666666667,6.883333333333333,6.445833333333336,6.208333333333333,6.104166666666664,6.079166666666666,8.1625,7.737499999999998,0.06625,1.225,0.6375000000000001,0.5583333333333332,1.0000000000000002,50.875,7.091666666666668,0.3166666666666666,0.3004166666666666,0.6091666666666665,0.3466666666666666,146.16666666666666,52.16666666666666,40.5,11.0,1.32,0.02,399.0,13.0,0.0,19.0,44.5,6.75,0.0,132.0,134.0,3.5,7.4,0.632,0.3208333333333333,0.0,0.0,0.4849999999999999,0.4666666666666666,27.0,32.50799999999999,35.875,100.0,40,60,20,70,40,40,52.857142857142854
2018-06-19,5.496666666666667,6.958333333333335,6.445833333333333,6.258333333333336,6.1791666666666645,6.158333333333331,8.295833333333334,7.770833333333333,0.075,1.3708333333333331,0.6291666666666667,0.6333333333333332,1.0083333333333335,48.91666666666666,7.408333333333334,0.3575,0.3454166666666666,0.5704166666666667,0.4033333333333333,151.83333333333334,53.66666666666666,42.66666666666666,12.166666666666666,1.3,0.04,331.25,8.0,0.0,18.0,43.0,5.0,0.0,125.0,130.0,2.9,7.4,0.6655555555555556,0.3008333333333333,0.0,0.0,0.5433333333333333,0.4883333333333333,27.33333333333333,32.90933333333332,34.833333333333336,100.0,40,60,40,70,40,40,55.714285714285715
2018-06-20,5.534166666666668,6.881818181818184,6.459090909090912,6.172727272727271,6.077272727272727,6.042105263157894,8.422727272727274,8.01818181818182,0.0668181818181818,1.3500000000000003,0.5549999999999999,0.525,0.9875,47.68181818181818,7.2,0.3095454545454545,0.2615789473684211,0.4463636363636363,0.425909090909091,136.16666666666666,60.833333333333336,53.0,15.5,1.73,0.05,322.25,8.25,0.0,17.0,45.0,6.25,0.0,115.0,129.0,3.9,7.3,0.6280000000000001,0.2745454545454545,0.0,0.0,0.3583333333333333,0.4366666666666666,27.75,33.410999999999994,35.458333333333336,100.0,40,80,40,70,40,40,58.57142857142857
2018-06-21,5.572500000000002,6.950000000000002,6.466666666666669,6.245833333333333,6.137499999999998,6.087499999999999,8.258333333333333,7.691666666666666,0.0579166666666666,1.3958333333333333,0.7458333333333335,0.6083333333333332,1.0416666666666667,48.79166666666666,6.600000000000001,0.2983333333333333,0.2425,0.5320833333333334,0.4191666666666667,134.5,51.333333333333336,37.0,11.833333333333334,1.24,0.02,389.75,7.5,0.0,18.0,40.5,4.0,0.0,111.0,126.0,3.1,7.2,0.5533333333333333,0.2933333333333333,0.0,0.0,0.3883333333333333,0.4783333333333333,26.33333333333333,31.70533333333332,34.75,100.0,40,80,40,70,40,40,58.57142857142857
2018-06-22,5.575416666666666,6.862500000000003,6.462500000000001,6.233333333333332,6.158333333333332,6.095833333333331,8.145833333333332,7.850000000000001,0.0604166666666667,1.2083333333333333,0.6166666666666666,0.5708333333333332,1.0000000000000002,52.375,7.6,0.23625,0.3170833333333333,0.64875,0.4929166666666667,131.33333333333334,53.66666666666666,42.0,14.5,0.98,0.01,327.75,10.0,0.0,19.0,39.5,4.5,0.0,127.0,128.0,2.9,7.0,0.6618181818181819,0.3053846153846153,0.0,0.0,0.5166666666666666,0.5066666666666667,26.83333333333333,32.307333333333325,34.65217391304348,100.0,40,60,20,70,60,40,55.714285714285715
2018-06-23,5.539166666666668,6.912500000000002,6.412500000000002,6.2,6.099999999999998,6.099999999999998,8.283333333333331,7.962499999999999,0.0658333333333333,1.4166666666666667,0.5458333333333334,0.5291666666666668,0.9541666666666666,51.5,7.095833333333331,0.3345833333333333,0.3608333333333333,0.7533333333333331,0.5308333333333334,136.5,49.0,39.833333333333336,13.833333333333334,1.24,0.02,344.0,9.5,0.0,20.0,44.5,5.0,0.0,126.0,130.0,3.3,7.3,0.5788888888888889,0.2783333333333333,0.0,0.0,0.4516666666666666,0.3999999999999999,28.0,33.712,32.0,100.0,40,80,20,70,40,40,55.714285714285715
2018-06-24,5.484583333333333,6.904166666666669,6.470833333333334,6.270833333333333,6.162499999999998,6.1291666666666655,8.225,8.0,0.0725,1.3791666666666664,0.6333333333333332,0.5749999999999998,1.0166666666666666,65.25,7.554166666666667,0.3275,0.3450000000000001,0.7516666666666668,0.6004166666666668,146.5,44.333333333333336,36.5,10.666666666666666,1.12,0.03,363.5,8.5,0.0,19.0,44.0,7.25,0.0,126.0,126.0,2.9,6.8,0.7374999999999998,0.1783333333333333,0.0,0.0,0.4233333333333333,0.48,28.08333333333333,33.81233333333333,29.0,100.0,40,80,20,70,40,40,55.714285714285715
2018-06-25,5.468750000000001,6.95,6.491666666666666,6.2625,6.166666666666668,6.175000000000002,8.183333333333334,7.929166666666667,0.06375,1.3624999999999998,0.6416666666666666,0.5125000000000001,0.983333333333333,69.75,8.391666666666667,0.4245833333333335,0.4041666666666666,0.777083333333333,0.5283333333333334,152.33333333333334,39.66666666666666,26.666666666666668,9.166666666666666,1.29,0.03,398.0,12.25,0.0,15.0,44.75,6.0,0.0,112.0,108.0,3.6,6.7,0.5708333333333333,0.2125,0.0,0.0,0.405,0.395,29.666666666666668,35.71866666666667,26.45833333333333,100.0,40,80,20,70,40,40,55.714285714285715
2018-06-26,5.420416666666668,6.920833333333335,6.520833333333333,6.333333333333333,6.237499999999997,6.204166666666665,8.1875,7.933333333333331,0.0729166666666666,1.4791666666666667,0.6875,0.6291666666666665,0.9791666666666664,62.41666666666666,8.704166666666666,0.4720833333333333,0.4254166666666666,0.8133333333333335,0.5245833333333334,130.5,34.5,23.166666666666668,8.666666666666666,1.33,0.03,388.25,8.5,0.75,17.0,58.5,9.0,0.25,103.0,108.0,3.7,7.2,0.7291666666666665,0.17,0.0,0.0,0.3966666666666666,0.4933333333333333,30.33333333333333,36.52133333333334,25.416666666666668,100.0,40,80,20,50,40,40,52.857142857142854
2018-06-27,5.464583333333334,6.937500000000003,6.562499999999997,6.387500000000002,6.308333333333335,6.270833333333332,8.1125,7.833333333333335,0.0625416666666666,1.2416666666666665,0.5600000000000002,0.5416666666666669,0.9741666666666664,58.458333333333336,8.375,0.27375,0.295,0.6829166666666667,0.5195833333333334,130.83333333333334,37.16666666666666,22.5,8.5,1.27,0.04,416.0,9.25,0.0,15.0,58.5,10.5,0.0,100.0,105.0,4.6,7.5,0.3114285714285714,0.1983333333333333,0.0,0.0,0.4033333333333333,0.4783333333333333,28.83333333333333,34.71533333333333,25.875,100.0,70,80,20,50,40,40,57.142857142857146
2018-06-28,5.535833333333334,7.025,6.516666666666665,6.312500000000001,6.179166666666667,6.150000000000001,8.299999999999999,7.850000000000001,0.0575,1.1625000000000003,0.6458333333333331,0.5708333333333332,0.9874999999999998,58.66666666666666,8.508333333333335,0.2745833333333334,0.26625,0.7466666666666667,0.4970833333333334,126.83333333333331,39.5,24.5,9.0,1.3,0.03,399.0,10.0,0.0,16.0,56.0,7.75,0.0,101.0,105.0,3.8,7.2,0.3288888888888889,0.2216666666666666,0.0,0.0,0.4683333333333332,0.5583333333333332,28.0,33.712,26.58333333333333,100.0,40,80,20,50,40,40,52.857142857142854
2018-06-29,5.586666666666667,7.016666666666663,6.5541666666666645,6.400000000000002,6.270833333333332,6.204166666666668,8.179166666666669,7.841666666666666,0.0520833333333333,1.4041666666666666,0.4708333333333335,0.4916666666666668,0.9875000000000004,67.20833333333333,9.3625,0.1966666666666666,0.28,0.6695833333333335,0.4695833333333334,133.33333333333334,39.333333333333336,26.166666666666668,8.666666666666666,1.28,0.01,433.0,11.75,0.0,14.0,58.75,9.75,0.0,97.0,107.0,4.6,7.5,0.3185714285714285,0.2058333333333333,0.0,0.0,0.4333333333333333,0.45,28.0,33.712,25.83333333333333,100.0,70,80,20,50,40,40,57.142857142857146
2018-06-30,5.641666666666666,6.9716666666666685,6.616666666666664,6.416666666666669,6.308333333333331,6.283333333333331,8.141666666666666,7.904166666666668,0.0534090909090909,1.2958333333333336,0.5708333333333333,0.4958333333333333,0.9916666666666668,67.16666666666667,10.9375,0.3533333333333333,0.4220833333333333,0.8641666666666666,0.6141666666666669,126.5,34.166666666666664,19.166666666666668,6.833333333333333,1.22,0.02,468.0,14.25,0.0,18.0,70.25,8.5,0.0,89.0,107.0,3.4,7.4,0.3,0.1783333333333333,0.0,0.0,0.445,0.4683333333333333,29.33333333333333,35.31733333333333,24.5,100.0,40,80,20,50,40,40,52.857142857142854
